,id,retweet_count,favorite_count
1467,692535307825213440,1232,2903
1468,692530551048294401,368,1698
1469,692423280028966913,197,1371
1470,692417313023332352,3131,8648
1471,692187005137076224,744,2330
1472,692158366030913536,718,1971
1473,692142790915014657,354,1509
1474,692041934689402880,1130,3115
1475,692017291282812928,870,2673
1476,691820333922455552,1489,3641
1477,691793053716221953,3822,7475
1478,691756958957883396,884,2595
1479,691675652215414786,459,1795
1480,691483041324204033,500,2194
1481,691459709405118465,1020,3721
1482,691444869282295808,751,2435
1483,691416866452082688,6901,17814
1484,691321916024623104,599,2380
1485,691096613310316544,792,2755
1486,691090071332753408,305,1603
1487,690989312272396288,2610,5443
1488,690959652130045952,1112,3309
1489,690938899477221376,1747,3765
1490,690932576555528194,906,3025
1491,690735892932222976,1150,3493
1492,690728923253055490,465,1997
1493,690690673629138944,746,2147
1494,690649993829576704,248,1200
1495,690607260360429569,14,279
1496,690597161306841088,546,1784
1497,690400367696297985,406,1741
1498,690374419777196032,760,2967
1499,690360449368465409,791,2443
1500,690348396616552449,461,1367
1501,690248561355657216,370,1537
1502,690021994562220032,922,2580
1503,690015576308211712,659,2300
1504,690005060500217858,1534,3383
1505,689999384604450816,329,1304
1506,689993469801164801,405,1349
1507,689977555533848577,409,1264
1508,689905486972461056,622,2256
1509,689877686181715968,1043,2797
1510,689835978131935233,688,2018
1511,689661964914655233,850,2993
1512,689659372465688576,3464,9510
1513,689623661272240129,580,2035
1514,689599056876867584,5010,10739
1515,689557536375177216,404,1894
1516,689517482558820352,1295,3121
1517,689289219123089408,846,2070
1518,689283819090870273,1004,3014
1519,689280876073582592,638,1823
1520,689275259254616065,225,1051
1521,689255633275777024,972,2347
1522,689154315265683456,898,2850
1523,689143371370250240,454,1862
1524,688916208532455424,772,2493
1525,688908934925697024,707,1939
1526,688898160958271489,709,1922
1527,688894073864884227,619,2057
1528,688828561667567616,321,1274
1529,688804835492233216,170,886
1530,688789766343622656,604,2051
1531,688547210804498433,627,2390
1532,688519176466644993,657,2147
1533,688385280030670848,4074,8527
1534,688211956440801280,751,2074
1535,688179443353796608,527,1977
1536,688116655151435777,697,2607
1537,688064179421470721,322,1593
1538,687841446767013888,2248,5006
1539,687826841265172480,1009,2517
1540,687818504314159109,862,2280
1541,687807801670897665,657,2196
1542,687732144991551489,594,1616
1543,687704180304273409,764,2240
1544,687664829264453632,470,1799
1545,687494652870668288,527,1756
1546,687480748861947905,221,1472
1547,687476254459715584,481,1825
1548,687460506001633280,490,1905
1549,687399393394311168,551,1741
1550,687317306314240000,8333,18616
1551,687312378585812992,1726,3999
1552,687127927494963200,2049,4968
1553,687124485711986689,461,2019
1554,687109925361856513,2225,5348
1555,687102708889812993,870,2169
1556,687096057537363968,551,2071
1557,686947101016735744,2899,7964
1558,686760001961103360,1256,3238
1559,686749460672679938,1316,3198
1560,686730991906516992,1087,3798
1561,686683045143953408,729,2607
1562,686618349602762752,1237,3408
1563,686606069955735556,490,1748
1564,686394059078897668,631,1588
1565,686386521809772549,791,3004
1566,686377065986265092,514,2041
1567,686358356425093120,598,1991
1568,686286779679375361,1521,3711
1569,686050296934563840,665,2065
1570,686035780142297088,104,1063
1571,686034024800862208,1037,2844
1572,686007916130873345,363,2275
1573,686003207160610816,562,1676
1574,685973236358713344,477,1935
1575,685943807276412928,533,1497
1576,685906723014619143,2582,6886
1577,685681090388975616,110,1884
1578,685667379192414208,507,2179
1579,685663452032069632,1330,2971
1580,685641971164143616,695,2689
1581,685547936038666240,14088,30307
1582,685532292383666176,1043,2800
1583,685325112850124800,3575,8672
1584,685321586178670592,578,2438
1585,685315239903100929,944,3030
1586,685307451701334016,395,1923
1587,685268753634967552,1071,2831
1588,685198997565345792,588,2134
1589,685169283572338688,1273,3777
1590,684969860808454144,326,2218
1591,684959798585110529,2807,6283
1592,684940049151070208,944,2962
1593,684926975086034944,417,3215
1594,684914660081053696,1320,3216
1595,684902183876321280,463,1717
1596,684880619965411328,723,1922
1597,684830982659280897,19629,32296
1598,684800227459624960,900,2511
1599,684594889858887680,3164,8157
1600,684588130326986752,1274,3806
1601,684567543613382656,1101,2754
1602,684538444857667585,854,2433
1603,684481074559381504,1069,3561
1604,684460069371654144,502,1809
1605,684241637099323392,2943,7468
1606,684225744407494656,183,1142
1607,684222868335505415,1239,3510
1608,684200372118904832,944,1976
1609,684195085588783105,455,1756
1610,684188786104872960,1046,3211
1611,684177701129875456,592,1862
1612,684147889187209216,1368,2735
1613,684122891630342144,425,1860
1614,684097758874210310,1296,3778
1615,683857920510050305,1019,3510
1616,683852578183077888,315,1789
1617,683849932751646720,850,2407
1618,683834909291606017,1019,2404
1619,683828599284170753,970,2581
1620,683773439333797890,1218,3063
1621,683742671509258241,2995,5963
1622,683515932363329536,2608,6779
1623,683498322573824003,872,2926
1624,683481228088049664,901,2439
1625,683462770029932544,620,2240
1626,683449695444799489,1455,3568
1627,683391852557561860,2172,7036
1628,683357973142474752,822,2662
1629,683142553609318400,933,2639
1630,683111407806746624,815,3134
1631,683098815881154561,588,1993
1632,683078886620553216,517,1851
1633,683030066213818368,667,1994
1634,682962037429899265,14835,33684
1635,682808988178739200,154,1623
1636,682788441537560576,1016,2277
1637,682750546109968385,398,1398
1638,682697186228989953,333,1208
1639,682662431982772225,987,2807
1640,682638830361513985,534,1904
1641,682429480204398592,1042,3172
1642,682406705142087680,1584,6952
1643,682393905736888321,595,2067
1644,682389078323662849,423,1535
1645,682303737705140231,883,2812
1646,682259524040966145,1077,3797
1647,682242692827447297,1036,2964
1648,682088079302213632,8850,16729
1649,682059653698686977,1525,4531
1650,682047327939461121,847,2951
1651,682032003584274432,1789,6037
1652,682003177596559360,1365,2853
1653,681981167097122816,916,2590
1654,681891461017812993,744,2268
1655,681694085539872773,3680,11783
1656,681679526984871937,399,1630
1657,681654059175129088,819,2411
1658,681610798867845120,416,1726
1659,681579835668455424,1173,3246
1660,681523177663676416,5191,13133
1661,681340665377193984,246,1518
1662,681339448655802368,3692,8545
1663,681320187870711809,671,2402
1664,681302363064414209,1618,3586
1665,681297372102656000,853,2954
1666,681281657291280384,993,2957
1667,681261549936340994,235,1333
1668,681242418453299201,469,1356
1669,681231109724700672,437,2233
1670,681193455364796417,1329,3403
1671,680970795137544192,583,2201
1672,680959110691590145,1817,4203
1673,680940246314430465,935,2916
1674,680934982542561280,391,1908
1675,680913438424612864,562,2206
1676,680889648562991104,323,1604
1677,680836378243002368,1183,3178
1678,680805554198020098,607,1969
1679,680801747103793152,739,2182
1680,680798457301471234,937,2599
1681,680609293079592961,623,2409
1682,680583894916304897,1186,3294
1683,680497766108381184,1728,3881
1684,680494726643068929,438,1571
1685,680473011644985345,668,2340
1686,680440374763077632,440,1321
1687,680221482581123072,260,1353
1688,680206703334408192,1042,2578
1689,680191257256136705,441,1973
1690,680176173301628928,1391,3547
1691,680161097740095489,669,2130
1692,680145970311643136,1556,3308
1693,680130881361686529,854,2111
1694,680115823365742593,822,2491
1695,680100725817409536,1245,3296
1696,680085611152338944,8123,11705
1697,680070545539371008,771,2381
1698,679877062409191424,576,1788
1699,679872969355714560,595,2009
1700,679862121895714818,554,2244
1701,679854723806179328,1099,2605
1702,679844490799091713,686,2186
1703,679828447187857408,12542,33031
1704,679777920601223168,994,2851
1705,679736210798047232,714,1908
1706,679729593985699840,747,1990
1707,679722016581222400,425,1534
1708,679530280114372609,1879,4353
1709,679527802031484928,648,2414
1710,679511351870550016,1143,3062
1711,679503373272485890,1331,2900
1712,679475951516934144,578,1914
1713,679462823135686656,16942,29313
1714,679405845277462528,1073,2155
1715,679158373988876288,7217,19364
1716,679148763231985668,919,2547
1717,679132435750195208,1034,2698
1718,679111216690831360,2305,5419
1719,679062614270468097,7184,15450
1720,679047485189439488,585,2054
1721,679001094530465792,1093,2591
1722,678991772295516161,1015,2066
1723,678969228704284672,408,1497
1724,678800283649069056,817,2354
1725,678798276842360832,1026,3152
1726,678774928607469569,819,2569
1727,678767140346941444,1222,3212
1728,678764513869611008,413,1479
1729,678755239630127104,2920,6457
1730,678740035362037760,1485,3384
1731,678708137298427904,2178,5111
1732,678675843183484930,1314,2595
1733,678643457146150913,359,1872
1734,678446151570427904,1371,3647
1735,678424312106393600,2266,4985
1736,678410210315247616,1607,3814
1737,678399652199309312,28473,73189
1738,678396796259975168,373,1446
1739,678389028614488064,380,1711
1740,678380236862578688,821,2229
1741,678341075375947776,472,1569
1742,678334497360859136,223,1181
1743,678278586130948096,5475,10388
1744,678255464182861824,327,1445
1745,678023323247357953,340,1739
1746,678021115718029313,5607,12338
1747,677961670166224897,1521,3124
1748,677918531514703872,364,1217
1749,677895101218201600,1837,4385
1750,677716515794329600,875,2778
1751,677700003327029250,1286,3108
1752,677698403548192770,286,1115
1753,677687604918272002,754,2252
1754,677673981332312066,1346,3029
1755,677662372920729601,841,1772
1756,677644091929329666,725,1705
1757,677573743309385728,598,1934
1758,677565715327688705,410,1187
1759,677557565589463040,1014,2214
1760,677547928504967168,3286,6307
1761,677530072887205888,204,965
1762,677335745548390400,1545,2754
1763,677334615166730240,250,1225
1764,677331501395156992,207,987
1765,677328882937298944,1339,3322
1766,677314812125323265,470,1496
1767,677301033169788928,354,1110
1768,677269281705472000,634,1794
1769,677228873407442944,1462,3195
1770,677187300187611136,809,2480
1771,676975532580409345,949,2522
1772,676957860086095872,719,2021
1773,676949632774234114,348,1183
1774,676948236477857792,772,1952
1775,676946864479084545,326,1575
1776,676942428000112642,665,1868
1777,676936541936185344,4418,11583
1778,676916996760600576,1611,2689
1779,676897532954456065,648,2052
1780,676864501615042560,623,1887
1781,676821958043033607,13732,20651
1782,676819651066732545,600,1654
1783,676811746707918848,379,1301
1784,676776431406465024,1799,4507
1785,676617503762681856,854,2615
1786,676613908052996102,176,981
1787,676606785097199616,386,1718
1788,676603393314578432,339,1033
1789,676593408224403456,1884,4122
1790,676590572941893632,110,837
1791,676588346097852417,697,2072
1792,676582956622721024,251,1071
1793,676575501977128964,985,2321
1794,676533798876651520,487,1695
1795,676496375194980353,471,1373
1796,676470639084101634,4169,10553
1797,676440007570247681,588,1559
1798,676430933382295552,302,1261
1799,676263575653122048,483,1892
1800,676237365392908289,250,1091
1801,676219687039057920,27668,70669
1802,676215927814406144,516,1571
1803,676191832485810177,915,2050
1804,676146341966438401,585,1748
1805,676121918416756736,1024,1960
1806,676101918813499392,1048,2575
1807,676098748976615425,1246,2669
1808,676089483918516224,390,1181
1809,675898130735476737,506,1447
1810,675891555769696257,761,1923
1811,675888385639251968,839,2109
1812,675878199931371520,1237,3781
1813,675870721063669760,496,1465
1814,675853064436391936,1132,2417
1815,675849018447167488,123,864
1816,675845657354215424,776,2045
1817,675822767435051008,474,1387
1818,675820929667219457,206,958
1819,675798442703122432,3043,9303
1820,675781562965868544,418,1454
1821,675740360753160193,295,1058
1822,675710890956750848,717,1686
1823,675707330206547968,597,1785
1824,675706639471788032,85,582
1825,675534494439489536,361,1661
1826,675531475945709568,329,1062
1827,675522403582218240,249,939
1828,675517828909424640,407,1146
1829,675501075957489664,5203,15524
1830,675497103322386432,1130,2820
1831,675489971617296384,526,1149
1832,675483430902214656,853,1660
1833,675432746517426176,501,1361
1834,675372240448454658,452,1524
1835,675362609739206656,192,941
1836,675354435921575936,14861,29382
1837,675349384339542016,1998,3520
1838,675334060156301312,1127,2480
1839,675166823650848770,1382,3168
1840,675153376133427200,2258,5582
1841,675149409102012420,1496,3348
1842,675147105808306176,197,843
1843,675146535592706048,255,1053
1844,675145476954566656,779,1912
1845,675135153782571009,411,1164
1846,675113801096802304,686,1735
1847,675111688094527488,213,869
1848,675109292475830276,996,2514
1849,675047298674663426,275,929
1850,675015141583413248,1034,2409
1851,675006312288268288,200,879
1852,675003128568291329,406,1390
1853,674999807681908736,952,1992
1854,674805413498527744,315,760
1855,674800520222154752,747,2689
1856,674793399141146624,950,2217
1857,674790488185167872,216,982
1858,674788554665512960,181,718
1859,674781762103414784,1043,1800
1860,674774481756377088,407,983
1861,674767892831932416,689,1625
1862,674764817387900928,200,698
1863,674754018082705410,382,1229
1864,674752233200820224,399,1309
1865,674743008475090944,465,1259
1866,674742531037511680,44,432
1867,674739953134403584,326,967
1868,674737130913071104,80,581
1869,674690135443775488,411,1024
1870,674670581682434048,565,1447
1871,674664755118911488,205,810
1872,674646392044941312,429,1280
1873,674644256330530816,241,925
1874,674638615994089473,509,1514
1875,674632714662858753,501,1339
1876,674606911342424069,86,841
1877,674468880899788800,1774,5547
1878,674447403907457024,314,953
1879,674436901579923456,344,988
1880,674422304705744896,464,1280
1881,674416750885273600,115,612
1882,674410619106390016,400,1067
1883,674394782723014656,487,1332
1884,674372068062928900,280,769
1885,674330906434379776,65,505
1886,674318007229923329,449,1252
1887,674307341513269249,6017,10115
1888,674291837063053312,5131,13154
1889,674271431610523648,644,1393
1890,674269164442398721,202,823
1891,674265582246694913,727,1457
1892,674262580978937856,382,1176
1893,674255168825880576,464,1299
1894,674082852460433408,144,680
1895,674075285688614912,245,886
1896,674063288070742018,1905,5714
1897,674053186244734976,1126,2940
1898,674051556661161984,431,1291
1899,674045139690631169,564,1266
1900,674042553264685056,109,634
1901,674038233588723717,366,974
1902,674036086168010753,180,756
1903,674024893172875264,1083,1583
1904,674019345211760640,264,1011
1905,674014384960745472,559,1386
1906,674008982932058114,299,1081
1907,673956914389192708,834,1747
1908,673919437611909120,325,1057
1909,673906403526995968,1428,2839
1910,673887867907739649,220,836
1911,673716320723169284,669,2779
1912,673715861853720576,1805,3155
1913,673711475735838725,264,936
1914,673709992831262724,236,749
1915,673708611235921920,253,950
1916,673707060090052608,346,983
1917,673705679337693185,358,1123
1918,673700254269775872,500,1279
1919,673697980713705472,1691,3502
1920,673689733134946305,569,1533
1921,673688752737402881,438,1124
1922,673686845050527744,376,1275
1923,673680198160809984,414,1228
1924,673662677122719744,326,1122
1925,673656262056419329,198,650
1926,673636718965334016,307,991
1927,673612854080196609,630,1422
1928,673583129559498752,313,1061
1929,673580926094458881,238,736
1930,673576835670777856,486,1226
1931,673363615379013632,266,927
1932,673359818736984064,592,1287
1933,673355879178194945,491,1338
1934,673352124999274496,471,1491
1935,673350198937153538,184,682
1936,673345638550134785,1098,2224
1937,673343217010679808,234,852
1938,673342308415348736,492,1128
1939,673320132811366400,6868,11931
1940,673317986296586240,216,780
1941,673295268553605120,2743,6705
1942,673270968295534593,312,953
1943,673240798075449344,614,1274
1944,673213039743795200,724,1966
1945,673148804208660480,547,1486
1946,672997845381865473,629,1752
1947,672995267319328768,251,843
1948,672988786805112832,253,869
1949,672984142909456390,470,1112
1950,672980819271634944,888,1622
1951,672975131468300288,775,1497
1952,672970152493887488,302,835
1953,672968025906282496,469,1180
1954,672964561327235073,557,1259
1955,672902681409806336,422,1229
1956,672898206762672129,363,788
1957,672884426393653248,724,1365
1958,672877615439593473,300,907
1959,672834301050937345,502,1151
1960,672828477930868736,417,1109
1961,672640509974827008,270,871
1962,672622327801233409,419,1146
1963,672614745925664768,510,1085
1964,672609152938721280,338,967
1965,672604026190569472,335,966
1966,672594978741354496,529,1178
1967,672591762242805761,284,837
1968,672591271085670400,157,640
1969,672538107540070400,316,898
1970,672523490734551040,146,552
1971,672488522314567680,371,990
1972,672482722825261057,518,988
1973,672481316919734272,110,639
1974,672475084225949696,606,1291
1975,672466075045466113,447,1192
1976,672272411274932228,2923,5696
1977,672267570918129665,535,1312
1978,672264251789176834,285,1010
1979,672256522047614977,1324,2503
1980,672254177670729728,647,1272
1981,672248013293752320,520,1528
1982,672245253877968896,131,607
1983,672239279297454080,275,804
1984,672231046314901505,876,1618
1985,672222792075620352,176,700
1986,672205392827572224,1005,1984
1987,672169685991993344,318,910
1988,672160042234327040,304,765
1989,672139350159835138,593,1542
1990,672125275208069120,986,2116
1991,672095186491711488,328,873
1992,672082170312290304,318,836
1993,672068090318987265,439,1131
1994,671896809300709376,3667,7593
1995,671891728106971137,479,1169
1996,671882082306625538,1205,3095
1997,671879137494245376,570,1243
1998,671874878652489728,478,1103
1999,671866342182637568,418,992
2000,671855973984772097,371,791
2001,671789708968640512,2992,6297
2002,671768281401958400,434,1047
2003,671763349865160704,772,1489
2004,671744970634719232,660,1203
2005,671743150407421952,200,674
2006,671735591348891648,652,1283
2007,671729906628341761,3790,7477
2008,671561002136281088,6302,11366
2009,671550332464455680,183,808
2010,671547767500775424,496,1202
2011,671544874165002241,888,1724
2012,671542985629241344,483,965
2013,671538301157904385,333,837
2014,671536543010570240,343,1035
2015,671533943490011136,493,894
2016,671528761649688577,214,735
2017,671520732782923777,454,1217
2018,671518598289059840,252,828
2019,671511350426865664,605,1423
2020,671504605491109889,3114,6223
2021,671497587707535361,387,823
2022,671488513339211776,412,884
2023,671486386088865792,172,507
2024,671485057807351808,195,678
2025,671390180817915904,651,1280
2026,671362598324076544,257,973
2027,671357843010908160,133,351
2028,671355857343524864,104,420
2029,671347597085433856,369,832
2030,671186162933985280,176,640
2031,671182547775299584,283,977
2032,671166507850801152,301,778
2033,671163268581498880,965,1454
2034,671159727754231808,68,313
2035,671154572044468225,186,623
2036,671151324042559489,126,587
2037,671147085991960577,191,582
2038,671141549288370177,569,1020
2039,671138694582165504,340,822
2040,671134062904504320,162,653
2041,671122204919246848,2181,3078
2042,671115716440031232,669,1212
2043,671109016219725825,377,1003
2044,670995969505435648,241,968
2045,670842764863651840,7558,22014
2046,670840546554966016,165,524
2047,670838202509447168,598,980
2048,670833812859932673,109,382
2049,670832455012716544,184,646
2050,670826280409919488,3495,4853
2051,670823764196741120,159,675
2052,670822709593571328,83,543
2053,670815497391357952,1313,2775
2054,670811965569282048,230,982
2055,670807719151067136,425,1052
2056,670804601705242624,815,1735
2057,670803562457407488,77,302
2058,670797304698376195,203,658
2059,670792680469889025,237,732
2060,670789397210615808,210,583
2061,670786190031921152,168,526
2062,670783437142401025,330,721
2063,670782429121134593,654,1347
2064,670780561024270336,249,699
2065,670778058496974848,62,297
2066,670764103623966721,371,956
2067,670755717859713024,87,392
2068,670733412878163972,446,848
2069,670727704916926465,312,736
2070,670717338665226240,416,1051
2071,670704688707301377,318,686
2072,670691627984359425,208,517
2073,670679630144274432,240,663
2074,670676092097810432,35,214
2075,670668383499735048,4304,9436
2076,670474236058800128,632,1333
2077,670468609693655041,77,314
2078,670465786746662913,467,853
2079,670452855871037440,174,489
2080,670449342516494336,567,1073
2081,670444955656130560,1738,6045
2082,670442337873600512,175,579
2083,670435821946826752,434,939
2084,670434127938719744,560,1255
2085,670433248821026816,100,294
2086,670428280563085312,520,1228
2087,670427002554466305,141,462
2088,670421925039075328,549,1140
2089,670420569653809152,265,538
2090,670417414769758208,280,500
2091,670411370698022913,766,1790
2092,670408998013820928,187,482
2093,670403879788544000,128,375
2094,670385711116361728,173,489
2095,670374371102445568,236,669
2096,670361874861563904,55,288
2097,670338931251150849,96,373
2098,670319130621435904,1065,3462
2099,670303360680108032,107,382
2100,670290420111441920,249,622
2101,670093938074779648,276,907
2102,670086499208155136,217,620
2103,670079681849372674,1055,1953
2104,670073503555706880,677,1384
2105,670069087419133954,205,550
2106,670061506722140161,289,664
2107,670055038660800512,279,592
2108,670046952931721218,151,575
2109,670040295598354432,96,657
2110,670037189829525505,240,527
2111,670003130994700288,77,295
2112,669993076832759809,70,283
2113,669972011175813120,133,393
2114,669970042633789440,43,271
2115,669942763794931712,131,444
2116,669926384437997569,81,338
2117,669923323644657664,50,202
2118,669753178989142016,340,706
2119,669749430875258880,55,226
2120,669684865554620416,74,445
2121,669683899023405056,93,338
2122,669682095984410625,115,311
2123,669680153564442624,241,584
2124,669661792646373376,365,714
2125,669625907762618368,1561,3109
2126,669603084620980224,316,841
2127,669597912108789760,131,447
2128,669583744538451968,800,1314
2129,669573570759163904,120,388
2130,669571471778410496,877,1405
2131,669567591774625800,45,202
2132,669564461267722241,104,335
2133,669393256313184256,62,312
2134,669375718304980992,626,1172
2135,669371483794317312,148,436
2136,669367896104181761,129,404
2137,669363888236994561,200,557
2138,669359674819481600,103,330
2139,669354382627049472,1090,2378
2140,669353438988365824,225,563
2141,669351434509529089,153,377
2142,669328503091937280,364,903
2143,669327207240699904,101,496
